user,tweet,date,likes,geo,coordinates,place,user_loc,query,in_nigeria,state,party_candidate,tweet_proc
aiceegee,"rt @chude__: i look like i'm okay but deep down i need somebody to explain to me how peter obi managed to attend events in owerri, awka, en…",2022-11-26 16:25:18+00:00,0,,,,"Port Harcourt, Nigeria",Peter obi,True,rivers,obi_labour,"rt @user i look like i'm okay but deep down i need somebody to explain to me how peter obi managed to attend events in owerri, awka, en…"
Onlineguru_,"rt @hemharnuel: take back naija for president peter obi.

retweet massively if obidatti na your next president and vice president.

#takeba…",2022-11-26 16:25:18+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,"rt @user take back naija for president peter obi.

retweet massively if obidatti na your next president and vice president.

#takeba…"
y_u_n_g_ancient,rt @multimeverse: mobilization groups and everyone talking to people about peter obi (all of us) we need to start making sure labour party…,2022-11-26 16:25:17+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,rt @user mobilization groups and everyone talking to people about peter obi (all of us) we need to start making sure labour party…
Celesti66914624,"rt @po_grassrootm: labour party sokoto state secretariat.
peter obi is coming don't give up nigerians. #peterobi4president2023 https://t.co…",2022-11-26 16:25:17+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user labour party sokoto state secretariat.
peter obi is coming don't give up nigerians. #peterobi4president2023 http"
Puzo49332840,rt @victorisrael_: obidients!! the biggest conversation with peter obi and yusuf datti will be hitting our doorstep soon. this man doesn’t…,2022-11-26 16:25:15+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,rt @user obidients!! the biggest conversation with peter obi and yusuf datti will be hitting our doorstep soon. this man doesn’t…
donciccio321,"rt @uchepokoye: aside from anambra state, i doubt if there are other states in nigeria, where public secondary schools are preferred over p…",2022-11-26 16:25:15+00:00,0,,,,"Iba, Nigeria",Peter obi,True,unknown,,"rt @user aside from anambra state, i doubt if there are other states in nigeria, where public secondary schools are preferred over p…"
Fitzgerald_DA,rt @jeffphilips1: this movement dun turn armed robbery....inec recognized yahoo movement aka obidient movement for peter obi🙆‍♂️🙆‍♂️🙆‍♂️ ht…,2022-11-26 16:25:15+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user this movement dun turn armed robbery....inec recognized yahoo movement aka obidient movement for peter obi🙆‍♂️🙆‍♂️🙆‍♂️ ht…
PaulUkonu,"rt @themannnaman: no one  was paid, it's. just pure love and acceptance.
peter obi is the people's choice and it's very obvious. https://t.…",2022-11-26 16:25:15+00:00,0,,,,Ur Mind,Peter obi,False,unknown,obi_labour,"rt @user no one  was paid, it's. just pure love and acceptance.
peter obi is the people's choice and it's very obvious. http"
namdie_,"rt @dr_chazduke: did you know that innoson vehicles delivered made in nigeria vehicles worth $4.7 million to sierra leone government?

god…",2022-11-26 16:25:15+00:00,0,,,,Asgard,Peter obi,False,unknown,,"rt @user did you know that innoson vehicles delivered made in nigeria vehicles worth $4.7 million to sierra leone government?

god…"
Mss_piNKy,"rt @_weyimi: we need peter obi, it's not a joking matter.",2022-11-26 16:25:14+00:00,0,,,,Space,Peter obi,False,unknown,obi_labour,"rt @user we need peter obi, it's not a joking matter."
obisingledigit,"rt @ba55ey: peter obi still hustles like he has no supporter. attending every interview and event.
atiku confident his tribe will make it h…",2022-11-26 16:25:14+00:00,0,,,,Room 237,Peter obi,False,unknown,obi_labour,"rt @user peter obi still hustles like he has no supporter. attending every interview and event.
atiku confident his tribe will make it h…"
oduntutu,rt @danjumagarbam: @bulamacartoons i am a muslim from the north and i campaign for peter obi. the 1st and primary reason for anyone to vote…,2022-11-26 16:25:14+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user @user i am a muslim from the north and i campaign for peter obi. the 1st and primary reason for anyone to vote…
Arabmonie10,"rt @iamkelex: rufai is a national treasure, and must be protected at all cost.
please kindly retweet.

tinubu tompolo naira #breaking_news…",2022-11-26 16:25:12+00:00,0,,,,London,Peter obi,False,london,tinubu_apc,"rt @user rufai is a national treasure, and must be protected at all cost.
please kindly retweet.

tinubu tompolo naira #breaking_news…"
BDraugur,rt @multimeverse: mobilization groups and everyone talking to people about peter obi (all of us) we need to start making sure labour party…,2022-11-26 16:25:12+00:00,0,,,,In your mind,Peter obi,False,unknown,obi_labour,rt @user mobilization groups and everyone talking to people about peter obi (all of us) we need to start making sure labour party…
wonnnder_land,"rt @yim_nigeria: nigerians, h.e peter obi is coming worry no more! #peterobiforpresident2023 https://t.co/h0vppzbs8y",2022-11-26 16:25:11+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,"rt @user nigerians, h.e peter obi is coming worry no more! #peterobiforpresident2023 http"
dirosky,rt @jaypeegeneral: interesting findings! those who are still doubting that peter obi will win this election should embrace the reality. the…,2022-11-26 16:25:09+00:00,0,,,,"ÜT: 51.495768,0.082194",Peter obi,False,unknown,obi_labour,rt @user interesting findings! those who are still doubting that peter obi will win this election should embrace the reality. the…
MasterPackerPut,rt @gazettengr: peter obi rejects award in enugu  https://t.co/huytjhacde,2022-11-26 16:25:08+00:00,0,,,,"Nottingham, England",Peter obi,False,unknown,obi_labour,rt @user peter obi rejects award in enugu  http
prollyHUGE,rt @eloka51: peter obi says we need to grow our revenue base and so we can use oil revenue to clean up the niger delta. he says nigeria owe…,2022-11-26 16:25:08+00:00,0,,,,Lagos,Peter obi,False,lagos,obi_labour,rt @user peter obi says we need to grow our revenue base and so we can use oil revenue to clean up the niger delta. he says nigeria owe…
SilverWealths,"rt @iamkelex: rufai is a national treasure, and must be protected at all cost.
please kindly retweet.

tinubu tompolo naira #breaking_news…",2022-11-26 16:25:08+00:00,0,,,,,Peter obi,False,unknown,tinubu_apc,"rt @user rufai is a national treasure, and must be protected at all cost.
please kindly retweet.

tinubu tompolo naira #breaking_news…"
EbubeAgu_,"rt @makavelli275: professor vice-president osibanjo speaks about peter obi. 

hear him! https://t.co/9qjncbu8ob",2022-11-26 16:25:07+00:00,0,,,,Ogbe📍,Peter obi,False,unknown,obi_labour,"rt @user professor vice-president osibanjo speaks about peter obi. 

hear him! http"
chychyloving,"rt @girl_isblessed: since elon bought twitter peter obi has been trending non-stop. before, if you like tweet his name 1million times he do…",2022-11-26 16:25:07+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user since elon bought twitter peter obi has been trending non-stop. before, if you like tweet his name 1million times he do…"
Omokehinde_ad,rt @von_bismack: the igbo transactional elites are not happy about the emergence of peter obi.,2022-11-26 16:25:07+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,rt @user the igbo transactional elites are not happy about the emergence of peter obi.
Alvinmoniy,rt @asemota: the greatest thing peter obi can do is inspire others to be like him. the next greatest thing is to get them to run for office…,2022-11-26 16:25:07+00:00,0,,,,🇮🇹🇳🇬,Peter obi,False,unknown,obi_labour,rt @user the greatest thing peter obi can do is inspire others to be like him. the next greatest thing is to get them to run for office…
IZANWA,"rt @itzz_blitz1: peter obi will shut down lagos ×10 more than the disorganised rally tinubu did today.

he shut down peoples businesses tod…",2022-11-26 16:25:06+00:00,0,,,,awka,Peter obi,False,unknown,obi_labour,"rt @user peter obi will shut down lagos ×10 more than the disorganised rally tinubu did today.

he shut down peoples businesses tod…"
eseluODG,"rt @dr_chazduke: did you know that innoson vehicles delivered made in nigeria vehicles worth $4.7 million to sierra leone government?

god…",2022-11-26 16:25:05+00:00,0,,,,"New Norway, Alberta",Peter obi,False,unknown,,"rt @user did you know that innoson vehicles delivered made in nigeria vehicles worth $4.7 million to sierra leone government?

god…"
divineboy10,"rt @chude__: i look like i'm okay but deep down i need somebody to explain to me how peter obi managed to attend events in owerri, awka, en…",2022-11-26 16:25:03+00:00,0,,,,"Toronto, Canada",Peter obi,False,unknown,obi_labour,"rt @user i look like i'm okay but deep down i need somebody to explain to me how peter obi managed to attend events in owerri, awka, en…"
akeemfadare,"rt @qdpaper2: tinubu will recharge lake chad with the tears of peter obi after seeing pictures from teslim balogun stadium. 

no tears will…",2022-11-26 16:25:02+00:00,0,,,,Portharcourt,Peter obi,False,rivers,obi_labour,"rt @user tinubu will recharge lake chad with the tears of peter obi after seeing pictures from teslim balogun stadium. 

no tears will…"
LegitBoss14,rt @victorisrael_: october 1st ikeja rally for peter obi; today our beautiful obidient baby has arrived. mother @thatgalfyne and baby are d…,2022-11-26 16:25:01+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user october 1st ikeja rally for peter obi; today our beautiful obidient baby has arrived. mother @user and baby are d…
koigbest,"rt @hemharnuel: take back naija for president peter obi.

retweet massively if obidatti na your next president and vice president.

#takeba…",2022-11-26 16:25:01+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user take back naija for president peter obi.

retweet massively if obidatti na your next president and vice president.

#takeba…"
bankmj,"rt @omojuwa: correct me if i’m right. time spent as governor, kwankwaso was several heavens ahead of peter obi. it’s not even a fair compar…",2022-11-26 16:25:01+00:00,0,,,,Nigeria,Peter obi,True,unknown,obi_labour,"rt @user correct me if i’m right. time spent as governor, kwankwaso was several heavens ahead of peter obi. it’s not even a fair compar…"
osesokoigun,"rt @omoelerinjare: peter obi was announced at the dominion city night of glory in lagos state last night! 

doyin okupe bread hookup innoso…",2022-11-26 16:25:01+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user peter obi was announced at the dominion city night of glory in lagos state last night! 

doyin okupe bread hookup innoso…"
Ola239ja,rt @ovienews: as ramadan is fast approaching i want to apologise to everyone from the opposition i have offended here . starting with peter…,2022-11-26 16:25:00+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user as ramadan is fast approaching i want to apologise to everyone from the opposition i have offended here . starting with peter…
kingsleejohnson,rt @victorisrael_: the fuel scarcity in lagos doesn’t affect people who support tinubu. just scream jagaban and you’ll be given 20 litres o…,2022-11-26 16:25:00+00:00,0,,,,"Lagos,Nigeria",Peter obi,True,lagos,tinubu_apc,rt @user the fuel scarcity in lagos doesn’t affect people who support tinubu. just scream jagaban and you’ll be given 20 litres o…
omomummynoni,"rt @jeffphilips1: peter obi, the day he'll eventually be free from obidients' hands after losing woefully in february...man's currently liv…",2022-11-26 16:25:00+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,"rt @user peter obi, the day he'll eventually be free from obidients' hands after losing woefully in february...man's currently liv…"
EkeneAnadi,rt @obidinanwad: this is the whole point. a peter obi win will pull down the gate set against competent people getting into nigerian politi…,2022-11-26 16:24:58+00:00,0,,,,Abuja,Peter obi,False,abuja,obi_labour,rt @user this is the whole point. a peter obi win will pull down the gate set against competent people getting into nigerian politi…
bethebin,rt @multimeverse: mobilization groups and everyone talking to people about peter obi (all of us) we need to start making sure labour party…,2022-11-26 16:24:58+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user mobilization groups and everyone talking to people about peter obi (all of us) we need to start making sure labour party…
Ladbahd,"rt @igweodyssey: in addition to being competent, peter obi respects all religions in nigeria. he is not like the other people who fly same…",2022-11-26 16:24:58+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user in addition to being competent, peter obi respects all religions in nigeria. he is not like the other people who fly same…"
UmanaSimple,"rt @gaiuschibueze: i think the obedients supporters of peter obi are not doing enough.
there are so many videos of atiku destroying pdp &amp; g…",2022-11-26 16:24:57+00:00,0,,,,Where God wants me to be,Peter obi,False,unknown,obi_labour,"rt @user i think the obedients supporters of peter obi are not doing enough.
there are so many videos of atiku destroying pdp &amp; g…"
yonnycoaster,rt @victorisrael_: obidients!! the biggest conversation with peter obi and yusuf datti will be hitting our doorstep soon. this man doesn’t…,2022-11-26 16:24:57+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user obidients!! the biggest conversation with peter obi and yusuf datti will be hitting our doorstep soon. this man doesn’t…
EstherUmoh10,rt @victorisrael_: october 1st ikeja rally for peter obi; today our beautiful obidient baby has arrived. mother @thatgalfyne and baby are d…,2022-11-26 16:24:57+00:00,0,,,,Anywhere Job Dey,Peter obi,False,unknown,obi_labour,rt @user october 1st ikeja rally for peter obi; today our beautiful obidient baby has arrived. mother @user and baby are d…
wasuka2008,u call yourself man of god and you are lying publicly just because of election. so peter obi now is now gate crashing to any events now. mo gbo mo branch fellow 😂😀  rccg https://t.co/tpwgjkzkee,2022-11-26 16:24:57+00:00,0,,,,Osogbo Nigeria ,Peter obi,True,unknown,obi_labour,u call yourself man of god and you are lying publicly just because of election. so peter obi now is now gate crashing to any events now. mo gbo mo branch fellow 😂😀  rccg http
Sir_Omoba,rt @victorisrael_: asiwaju bola ahmed tinubu drops another banger. oga said we should go and collect our apv. when did inec change pvc to a…,2022-11-26 16:24:56+00:00,0,,,,"Benin-City, Nigeria",Peter obi,True,unknown,tinubu_apc,rt @user asiwaju bola ahmed tinubu drops another banger. oga said we should go and collect our apv. when did inec change pvc to a…
AmaksC,"rt @ba55ey: peter obi still hustles like he has no supporter. attending every interview and event.
atiku confident his tribe will make it h…",2022-11-26 16:24:56+00:00,0,,,,Lagos,Peter obi,False,lagos,obi_labour,"rt @user peter obi still hustles like he has no supporter. attending every interview and event.
atiku confident his tribe will make it h…"
obidient_child,"rt @themannnaman: no one  was paid, it's. just pure love and acceptance.
peter obi is the people's choice and it's very obvious. https://t.…",2022-11-26 16:24:56+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user no one  was paid, it's. just pure love and acceptance.
peter obi is the people's choice and it's very obvious. http"
AgbugbaBk,"rt @adeolaofade: @renoomokri perhaps you should focus on your confusion. 
you don't know whether to continue to support atiku or go for tin…",2022-11-26 16:24:55+00:00,0,,,,Kilburn NW6 UK.,Peter obi,False,unknown,atiku_pdp,"rt @user @user perhaps you should focus on your confusion. 
you don't know whether to continue to support atiku or go for tin…"
hmmaude,@ovienews @peterobi presidency apologize to peter obi,2022-11-26 16:24:54+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,@user @user presidency apologize to peter obi
ujahsongs,rt @nkemchor_: this tweet from he peter obi resonates . nigerians are you tired ???? the choice is yours https://t.co/5tvafaajsc,2022-11-26 16:24:53+00:00,0,,,,"Abuja, Nigeria",Peter obi,True,abuja,obi_labour,rt @user this tweet from he peter obi resonates . nigerians are you tired ???? the choice is yours http
fashakin87,rt @nnaemekaedeh1: imagine his excellency peter gregory obi addressing his teeming supporters in the se/ss in vernacular - ibo. the same pe…,2022-11-26 16:24:53+00:00,0,,,,Abuja ,Peter obi,False,abuja,obi_labour,rt @user imagine his excellency peter gregory obi addressing his teeming supporters in the se/ss in vernacular - ibo. the same pe…
edmmobi,"rt @gaiuschibueze: i think the obedients supporters of peter obi are not doing enough.
there are so many videos of atiku destroying pdp &amp; g…",2022-11-26 16:24:52+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user i think the obedients supporters of peter obi are not doing enough.
there are so many videos of atiku destroying pdp &amp; g…"
IrukeJohn,"rt @drtheodo: peter obi - we must stop anyone that's drinking our crude oil and give them water to drink instead 😅😅.

this one na to who it…",2022-11-26 16:24:52+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user peter obi - we must stop anyone that's drinking our crude oil and give them water to drink instead 😅😅.

this one na to who it…"
Ogbeni__Skrtel,"@officialabat mr. president, on behalf of peter obi and the people of anambra, we pledge our total commitment and loyalty to you",2022-11-26 16:24:51+00:00,0,,,,"Abuja, Nigeria",Peter obi,True,abuja,obi_labour,"@user mr. president, on behalf of peter obi and the people of anambra, we pledge our total commitment and loyalty to you"
Amyluv90867318,"rt @v_vivilife: here comes the beautiful bride!, rita dominic walks down the aisle.
absolutely gorgeous 😍 ❤ 

teslim balogun stadium manife…",2022-11-26 16:24:49+00:00,0,,,,,Peter obi,False,unknown,,"rt @user here comes the beautiful bride!, rita dominic walks down the aisle.
absolutely gorgeous 😍 ❤ 

teslim balogun stadium manife…"
ANDRIY_BODASHKA,"rt @aminaruk: under peter obi govt, 

whatever you can produce, come forth and collect your license and get tax incentive. 

consumption to…",2022-11-26 16:24:48+00:00,0,,,,Nigeria,Peter obi,True,unknown,obi_labour,"rt @user under peter obi govt, 

whatever you can produce, come forth and collect your license and get tax incentive. 

consumption to…"
iam_marisgold,"rt @chude__: i look like i'm okay but deep down i need somebody to explain to me how peter obi managed to attend events in owerri, awka, en…",2022-11-26 16:24:48+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,"rt @user i look like i'm okay but deep down i need somebody to explain to me how peter obi managed to attend events in owerri, awka, en…"
Mosespeterson01,"rt @nkemchor_: when peter obi was announced at the dominion city night of glory programme in lagos last night . 
#peterobi4president 
https…",2022-11-26 16:24:47+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,"rt @user when peter obi was announced at the dominion city night of glory programme in lagos last night . 
#peterobi4president 
https…"
david_azuh,"@beautyofthesun_ has peter obi won yet? 
🥳",2022-11-26 16:24:47+00:00,0,,,,International,Peter obi,False,unknown,obi_labour,"@user has peter obi won yet? 
🥳"
Ekpesemma1,rt @nkemchor_: this tweet from he peter obi resonates . nigerians are you tired ???? the choice is yours https://t.co/5tvafaajsc,2022-11-26 16:24:46+00:00,0,,,,"Federal Capital Territory, Nig",Peter obi,False,abuja,obi_labour,rt @user this tweet from he peter obi resonates . nigerians are you tired ???? the choice is yours http
Okey00635684,rt @ac14_08: it has been simplified. tinubu is a genius. those with apv apc should vote for tinubu. those with pvc should vote peter obi.,2022-11-26 16:24:45+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user it has been simplified. tinubu is a genius. those with apv apc should vote for tinubu. those with pvc should vote peter obi.
AgoawuikeC,rt @ovienews: as ramadan is fast approaching i want to apologise to everyone from the opposition i have offended here . starting with peter…,2022-11-26 16:24:45+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user as ramadan is fast approaching i want to apologise to everyone from the opposition i have offended here . starting with peter…
stoictotruth,"rt @demi_titan: ren0 tweets about peter obi, you give him attention and the algorithm keeps showing ren0 even when he tweets about his cand…",2022-11-26 16:24:45+00:00,0,,,,"Atlanta, GA",Peter obi,False,unknown,obi_labour,"rt @user ren0 tweets about peter obi, you give him attention and the algorithm keeps showing ren0 even when he tweets about his cand…"
OfficialSugar11,"rt @afamdeluxo: bola tinubu just subbed peter obi on tv. in his words, 

“atiku has been running &amp; should stop running. the other one, he t…",2022-11-26 16:24:44+00:00,0,,,,Online ,Peter obi,False,unknown,obi_labour,"rt @user bola tinubu just subbed peter obi on tv. in his words, 

“atiku has been running &amp; should stop running. the other one, he t…"
ekwunife_dan,"rt @itzz_blitz1: peter obi will shut down lagos ×10 more than the disorganised rally tinubu did today.

he shut down peoples businesses tod…",2022-11-26 16:24:43+00:00,0,,,,"CT, USA",Peter obi,False,unknown,obi_labour,"rt @user peter obi will shut down lagos ×10 more than the disorganised rally tinubu did today.

he shut down peoples businesses tod…"
nkemofong,"rt @stkingpaul: forget all these things that looked like trouble for doyin okupe, apc will spend everything to start problem in lp so they…",2022-11-26 16:24:43+00:00,0,,,,Lagos - Nigeria.,Peter obi,True,lagos,tinubu_apc,"rt @user forget all these things that looked like trouble for doyin okupe, apc will spend everything to start problem in lp so they…"
OrokOfAges,"rt @anonxng: there’s a japanese saying that says: 

“when you’re losing a fight, don’t allow your opponent know they’re winning, you act li…",2022-11-26 16:24:42+00:00,0,,,,Calabar,Peter obi,False,unknown,,"rt @user there’s a japanese saying that says: 

“when you’re losing a fight, don’t allow your opponent know they’re winning, you act li…"
BVIChannel1,"peter obi again...
makes another exposure
this time the nigeria police &amp; kidnappers
watch what he said others are afraid to say.

if i'm kidnapped today nigerian police can't do anything https://t.co/pxvtcejp2l via @youtube",2022-11-26 16:24:42+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"peter obi again...
makes another exposure
this time the nigeria police &amp; kidnappers
watch what he said others are afraid to say.

if i'm kidnapped today nigerian police can't do anything http via @user"
GEdomwonyi,"see how happy they are, if you like don’t come out and vote for peter obi, i guess you’ve noticed apc gives cheap fuel to its supporters 🤡 https://t.co/yqbtp93mdd",2022-11-26 16:24:41+00:00,0,,,,🇳🇬,Peter obi,False,unknown,obi_labour,"see how happy they are, if you like don’t come out and vote for peter obi, i guess you’ve noticed apc gives cheap fuel to its supporters 🤡 http"
mmuoIX,"rt @sports_doctor2: i’m still young but if i try what peter obi, a man in his 60’s tries in a day, i will break down!!!

how can a man visi…",2022-11-26 16:24:40+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user i’m still young but if i try what peter obi, a man in his 60’s tries in a day, i will break down!!!

how can a man visi…"
chychyloving,"rt @nkemchor_: compare and contrast. 
first slide: tinubu's rally 
second slide: peter obi's rally. 😆 https://t.co/qixdkk1me1",2022-11-26 16:24:40+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user compare and contrast. 
first slide: tinubu's rally 
second slide: peter obi's rally. 😆 http"
Efemenaa_,rt @asemota: the greatest thing peter obi can do is inspire others to be like him. the next greatest thing is to get them to run for office…,2022-11-26 16:24:38+00:00,0,,,,"London, England",Peter obi,False,london,obi_labour,rt @user the greatest thing peter obi can do is inspire others to be like him. the next greatest thing is to get them to run for office…
Onlineguru_,peter obi in sw           tinubu in sw https://t.co/fj7u683tix,2022-11-26 16:24:37+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,peter obi in sw           tinubu in sw http
chubby_jamal,"@omojuwa to whom much is given, much is expected. different circumstances, different outcomes. did peter obi perform by all the metrics, yes he did, rabiu also performed in his own state. but you cannot put one above the other without looking at the situation they both met in office.",2022-11-26 16:24:37+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"@user to whom much is given, much is expected. different circumstances, different outcomes. did peter obi perform by all the metrics, yes he did, rabiu also performed in his own state. but you cannot put one above the other without looking at the situation they both met in office."
Tayvon_Yung,rt @allezamani: spot the difference between peter obi and tinubu’s rally https://t.co/t9ubggtxto,2022-11-26 16:24:37+00:00,0,,,,"Lagos,Nigeria",Peter obi,True,lagos,obi_labour,rt @user spot the difference between peter obi and tinubu’s rally http
mbesike,"rt @igweodyssey: in addition to being competent, peter obi respects all religions in nigeria. he is not like the other people who fly same…",2022-11-26 16:24:37+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user in addition to being competent, peter obi respects all religions in nigeria. he is not like the other people who fly same…"
mady_vivy,"rt @chude__: i look like i'm okay but deep down i need somebody to explain to me how peter obi managed to attend events in owerri, awka, en…",2022-11-26 16:24:36+00:00,0,,,,Nigeria,Peter obi,True,unknown,obi_labour,"rt @user i look like i'm okay but deep down i need somebody to explain to me how peter obi managed to attend events in owerri, awka, en…"
IgweOdyssey,"obidients in sokoto went all out to prezz necks today. peter obi is coming!

saudi asiwaju cheat manifesto rita dominic gistlover omojuwa apv apc aisha buhari #peterobiforpresident2023 https://t.co/xh1y4m78dy",2022-11-26 16:24:36+00:00,1,,,,Nigeria,Peter obi,True,unknown,obi_labour,"obidients in sokoto went all out to prezz necks today. peter obi is coming!

saudi asiwaju cheat manifesto rita dominic gistlover omojuwa apv apc aisha buhari #peterobiforpresident2023 http"
officialwalexy,"rt @airejosh: normal normal life is beautiful, nah nigeria worse and too much evil and corruption in the land.😞😞
….
……

#asuu #redflags pet…",2022-11-26 16:24:35+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,,"rt @user normal normal life is beautiful, nah nigeria worse and too much evil and corruption in the land.😞😞
….
……

#asuu #redflags pet…"
NONISONCHINONSO,rt @jaypeegeneral: they said we only make noise on social media but we have shown them that obidients are not bots! we are human beings! we…,2022-11-26 16:24:35+00:00,0,,,,Nigeria,Peter obi,True,unknown,obi_labour,rt @user they said we only make noise on social media but we have shown them that obidients are not bots! we are human beings! we…
iam_iykechris,"rt @ugolinze123: i think the streets of nigeria is obidient
everybody i met today at the fuel station is obidient just like this guy here f…",2022-11-26 16:24:35+00:00,0,,,,"Abuja, Nigeria",Peter obi,True,abuja,obi_labour,"rt @user i think the streets of nigeria is obidient
everybody i met today at the fuel station is obidient just like this guy here f…"
CalmSmarto,"tinubu supporters should go and take their apv apc.... while peter obi supporters go for pvc.

oni raadaa oshi...",2022-11-26 16:24:33+00:00,0,,,,"Edo, Nigeria",Peter obi,True,edo,obi_labour,"tinubu supporters should go and take their apv apc.... while peter obi supporters go for pvc.

oni raadaa oshi..."
